Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
68.29082,0.029648999,52.390044855862016,4.54151355367765,0,1,7720.7983,-0.0136877345,6,1,false,false,-0.09264647,0.95779437,9.905153,-0.011672251,-0.00085260946,3
68.30743,0.02991956,52.3900542918012,4.541520162828062,0,1,7726.455,-0.013687734,6,1,false,false,-0.11574267,0.8179711,9.663892,-0.011697181,-0.0008198243,3
68.32327,0.030190185,52.39006363805974,4.541526625188148,0,1,7732.1436,-0.014235273,6,1,false,false,-0.4110523,0.85230434,9.287537,-0.011716731,-0.0002777572,3
68.34016,0.030460868,52.39007307399893,4.5415332343385595,0,1,7732.3003,-0.014508664,6,1,false,false,0.012675449,0.9105159,9.635892,-0.011727724,0.00019033974,3
68.355644,0.030731626,52.39008250993811,4.541539843713079,0,1,7735.4087,-0.014235274,6,1,false,false,-0.25081304,0.81718004,8.5238285,-0.011736849,0.00041980523,3
68.372025,0.031002441,52.39009194615154,4.541546306073165,0,1,7748.192,-0.0136877345,6,1,false,false,-0.05712366,0.91678184,9.044552,-0.011738827,0.0011894876,3
68.38844,0.03127332,52.39010129241009,4.541552915223577,0,1,7745.828,-0.012592655,6,1,false,false,-0.17975874,0.9042015,8.605175,-0.011737146,0.0008220649,3
68.405426,0.031544264,52.39011072834927,4.541559524373989,0,1,7745.856,-0.011772485,6,1,false,false,-0.1514038,0.88930035,8.882057,-0.011738346,0.0012675794,3
68.42111,0.03181528,52.390120164288454,4.541566133524402,0,1,7757.906,-0.010950794,6,1,false,false,-0.09017044,0.7530438,8.521392,-0.011729655,0.0015529736,3
68.43825,0.032086354,52.39012960050189,4.541572595884487,0,1,7762.493,-0.010129865,6,1,false,false,-0.39201054,0.9600211,9.141055,-0.011722424,0.0014729564,3
68.45647,0.032357503,52.39013903644108,4.5415792050349,0,1,7756.84,-0.009856475,6,1,false,false,-0.08577579,0.9539749,8.72833,-0.011703809,0.0023415165,3
68.473724,0.032628722,52.390148472654516,4.541585814185312,0,1,7757.8237,-0.009582325,6,1,false,false,-0.08555199,0.9867268,10.016436,-0.011682237,0.0014883054,3
68.49089,0.032900006,52.3901579085937,4.541592423559831,0,1,7765.237,-0.009582325,6,1,false,false,-0.25651205,0.82730764,9.018923,-0.011653565,0.0028056933,3
68.50791,0.03317136,52.390167344532884,4.541599032710243,0,1,7763.4404,-0.009582325,6,1,false,false,-0.13087985,0.93932045,9.47498,-0.011609617,0.0026023453,3
68.52634,0.03344278,52.390176780746316,4.541605495070329,0,1,7764.78,-0.009582325,6,1,false,false,-0.14909762,0.9522567,9.096955,-0.01157195,0.0022481682,3
68.54418,0.033714276,52.3901862166855,4.541612104220741,0,1,7762.59,-0.008761396,6,1,false,false,-0.15128869,0.9281354,9.807589,-0.011531734,0.0030542305,3
68.56186,0.033985842,52.39019565289894,4.541618713371153,0,1,7762.7915,-0.008761395,6,1,false,false,-0.17615594,0.89487815,9.45373,-0.011479956,0.0029379746,3
68.57918,0.034257475,52.39020508883812,4.541625322521566,0.0010245632,1,7765.6094,-0.008761395,6,1,false,false,-0.23186067,0.96067274,9.715227,-0.011431863,0.002971457,3
68.59663,0.034529176,52.390214524777306,4.5416319316719775,0.0041750716,1,7764.0854,-0.009582324,6,1,false,false,-0.17889053,0.8957521,9.784972,-0.011377561,0.0034443266,3
68.61319,0.034800947,52.390224050671385,4.541638541046497,0.0051366743,1,7760.5254,-0.0109507935,6,1,false,false,0.013609618,0.803022,9.581662,-0.011321211,0.0035361643,3
68.62886,0.035072785,52.39023348688482,4.5416450031824755,0.005757667,1,7765.6665,-0.013140952,6,1,false,false,-0.18004003,0.8085319,9.529441,-0.011266186,0.003178723,3
68.644745,0.035344683,52.390242922824,4.541651612556995,0.0065223826,1,7766.2866,-0.015056201,6,1,false,false,-0.1277597,0.7680217,10.591221,-0.011219591,0.002664733,3
68.65944,0.035616644,52.39025235903744,4.541658221707407,0.007301359,1,7763.9644,-0.017245602,6,1,false,false,-0.12235093,0.71259815,9.862964,-0.011175135,0.002339714,3
68.67466,0.03588866,52.39026188493152,4.54166483085782,0.008260647,1,7773.096,-0.02052932,6,1,false,false,-0.33957657,0.81556165,10.641718,-0.011137631,0.0018423618,3
68.68988,0.036160737,52.3902713208707,4.541671440008232,0.01044705,1,7769.2935,-0.024360579,6,1,false,false,-0.19107299,0.73598486,10.668977,-0.011105099,0.0016398795,3
68.70515,0.036432877,52.390280757084135,4.5416780491586435,0.01130485,1,7760.35,-0.02709828,6,1,false,false,-0.33644783,0.7448859,11.142159,-0.011082985,0.00039018475,3
68.71905,0.03670508,52.390290282978214,4.541684658533163,0.011973839,1,7764.6865,-0.02874014,6,1,false,false,-0.3120017,0.6244375,11.39127,-0.011079745,-0.0007139383,3
68.73216,0.036977325,52.3902997189174,4.541691267683576,0.012528073,1,7768.3003,-0.02928768,6,1,false,false,-0.46700072,0.64098024,11.526913,-0.011083152,-0.00094941235,3
68.74614,0.037249636,52.39030915485658,4.541697876833988,0.01342964,1,7760.71,-0.028466746,6,1,false,false,-0.1378769,0.71065235,11.9061775,-0.011091309,-0.0013791204,3
68.75964,0.03752199,52.390318681024915,4.5417044859844,0.014382198,1,7754.144,-0.026003197,6,1,false,false,-0.33976227,0.7044401,11.539902,-0.01111284,-0.0025136347,3
68.77105,0.037794404,52.3903281169641,4.541711095134812,0.015653037,1,7753.4224,-0.02135101,6,1,false,false,-0.2766266,0.4626704,11.522386,-0.011149109,-0.0029116878,3
68.78212,0.03806686,52.39033764285817,4.541717704509332,0.01705676,1,7757.601,-0.016150521,6,1,false,false,0.029368728,0.53377616,11.169901,-0.01118819,-0.0028700172,3
68.79201,0.03833935,52.390347078797355,4.541724313659744,0.01839764,1,7756.02,-0.009308934,6,1,false,false,-0.15536919,0.44348928,11.128838,-0.01123213,-0.0030256365,3
68.80084,0.03861189,52.39035660469143,4.541730922810156,0.020976873,1,7758.3696,-0.001373027,6,1,false,false,-0.23077862,0.39509964,9.940121,-0.011274056,-0.0023886391,3
68.81007,0.038884457,52.39036604090487,4.541737531960568,0.023107775,1,7768.1104,0.0049217828,6,1,false,false,0.11223909,0.46335992,11.309982,-0.011298731,-0.0005666346,3
68.817535,0.039157055,52.390375566798944,4.541743994320654,0.02673869,1,7767.604,0.011215072,6,1,false,false,-0.051338732,0.36623654,10.212842,-0.011298297,0.00082014746,3
68.824684,0.03942969,52.39038500273813,4.541750603471066,0.03198108,1,7773.766,0.015319724,6,1,false,false,0.044410884,0.33077395,10.427092,-0.0112682795,0.0027764393,3
68.83059,0.039702356,52.39039452863221,4.541757212621478,0.039602913,1,7779.4697,0.01750836,6,1,false,false,-0.012447089,0.20611104,9.561879,-0.011198353,0.00520427,3
68.8364,0.039975043,52.390403964845646,4.541763821995998,0.049398832,1,7771.3247,0.018055901,6,1,false,false,-0.060457796,0.20089926,10.450402,-0.011093211,0.0072369473,3
68.83873,0.040247742,52.390413490739725,4.54177043114641,0.063088596,1,7765.395,0.018055901,6,1,false,false,0.13176394,-0.11221124,10.222611,-0.010957104,0.008949172,3
68.8367,0.04052044,52.39042292667891,4.5417770402968225,0.07990068,1,7772.3364,0.016961582,6,1,false,false,-0.20318677,-0.34878308,10.069902,-0.010795746,0.010531443,3
68.83065,0.040793136,52.39043245257298,4.541783649447234,0.12238488,1,7770.1274,0.013952011,6,1,false,false,0.024235174,-0.5570682,9.711013,-0.0106042465,0.012644296,3
68.81716,0.041065786,52.39044188878642,4.541790258597646,0.14854705,1,7752.617,0.00929982,6,1,false,false,0.14834142,-1.201534,10.416039,-0.010384077,0.013808385,3
